Tweet_Text,class,polarity
Make i do airtime for 1 person. Just follow me and comment your network. I ll pick randomly. Spread the love ,positive,0.0
Some Nigerians mistook our disbandment of SARS as weakness   Buhari Northern Govs opposed ,negative,0.0
Why should you not retweet this aggressively as the truth our leaders chose to ignore and cover wasn't after all hi,negative,0.0
Don't offend me oo I will just post your house address as palliatives warehouse,positive,0.0
What hurt me the most was that the devilish bike man was still asking for his money from a distance. God don punish ,negative,0.5
"Before he could request for my ID, I flashed it to his face immediately. My saving grace was that, he never really  ",neutral,-0.1
"The idiot then responded, I no go talk for you o! Ah!Set up!It dawned on me how this guys deliver innocent pe  ",negative,-0.25
"God has touched his mind o! Thank God! Just to be sure, I decided to ask;Me: oga, you don agree with my price?  ",positive,0.5
Me:  Na there I dey go.Okada man: 350 naira.Me: for wetin? Where I dey pay 200 naira dey reach almost every time ,negative,0.0
"I moved on.. Okada! I called out, the wicked fellow that will soon face the wrath of God sha came. Conversation we  ",negative,0.0
"Am gonna tell my KidsThey are the Real Malcom X, Michael Collins, Abraham Lincoln ,Karl Liebknecht of Nigeria  ",positive,0.2
"Always in the street, and we live and play the street life game...Baba no matter.We are dancing with the devil in  ",negative,0.13636363636363635
They have weaponized illiteracy     Most of the  thugs don t understand English  - Jaruma reveals!!!  ,negative,0.25
Some Nigerians mistook our disbandment of SARS as weakness   BuhariNorthern Govs opposed  FULANI-led No  ,negative,0.0
Wahala for those who talk say dem no achieve anything for 2020God bless me I achieved and more to come before d en ,positive,0.5
Do we have any reason to vote in APC or PDP in 2023 after this  drama?,neutral,0.0
"My heart goes out to businesses affected by the looting and vandalism going on in Nigeria, SMEs and indeed all busi  ",positive,0.0
"Nigeria 10:vs:20.. And it says  And Let there be an OVERFLOW, sayth the youths of Nigeria  ",negative,0.0
All I was hearing was..I will scam the Nigerian Youths.I will scam the Nigerian Youths..I will sca ,negative,0.0
I'm officially ashamed of the bad governance in Nigeria . Most of the office Occupants are heartlessly greedy. ,negative,-0.09999999999999992
Its not a religious fightIts not a fight between tribesIts not civil war Its the fight between Nigerians and Bad government,negative,-0.3499999999999999
Abeg  e cool ... We need use locator spell to get am ooo,negative,0.35
I swear Nigeria suppose get youtube channel  This country get content pass Netflix,positive,0.0
All we're saying is that Buhari should resign. We have lost complete confident in him. We ar  ,negative,0.3
Now in-playRetweet for others to see,neutral,0.0
"  I think each state should produce 30 thousand youths respectively, that s over 1 million of us let s all Match to Aso rock ",negative,0.0
Nigeria in shambles.,negative,0.0
The  hair comb has been raising his hand for long  to get justice.Let's,positive,-0.05
Youth are died sanwolu what is happen tinubu what is happen,negative,0.0
We're in this together,positive,0.0
We are the Soro Soke generation and we re not giving up.Our Dreams for a better Nigeria must come to Light. We just need ,positive,0.45
Buhari is a bad boy iya iya ohShame! Shame! Shame!!!Calabar people in Cross River don vex,negative,-0.5
Our Respond to white-people puppet Aisha yesufu on her own view to the northern youth!!,negative,0.9375
Aso rock. Buhari that has toured the world. Are you telling me that he doesn't know the difference between America and U ,negative,0.0
To be honest the foundation of trouble we are in this country started from 1914 if you know you know..If you don't ,negative,0.19999999999999998
"  Immediately I saw the North with their  protest, I know that the dubious government of Nigeria will rename ",negative,0.0
Good news   n   must die,negative,0.7
   Disbanded SARS will detain some people illegally and they won't be able to voice out... You know why? Cos they're ,negative,0.0
The message is clear to all that still have conscience,positive,0.10000000000000002
Arise TV right now,neutral,0.2857142857142857
Abuja people please any idea where our own palliative warehouse dey? Omo this country don dey hard o.,negative,0.15416666666666665
"EndSARS-Gov. Umahi Begs Youths to Forgive Lekki Massacre, Blames it on the Devil   ",negative,0.0
The agbero guy that carried Oba staff of office is calling for calmness to enable him form his cabinet,positive,0.0
"I will never be a coward, I rather die fighting than back out. I will only die once because I'm not a coward!  ",positive,0.0
Put people around u that fan your fire the people that put your fire out cancel them because u are the energy u tak ,positive,0.0
Disbanded SARS will detain some people illegally and they won't be able to voice out... You know why? Cos they're  ,negative,0.0
"I received this video, all the way from Nigeria. My people let's forgive her except those that are still rooting fo  ",positive,0.0
"   Mr. Peduto, the people are suffering under the shadow of the   statue in We deman ",negative,0.0
" Mr. Peduto, the people are suffering under the shadow of the   statue in  ",negative,0.0
RIP to those who lost their lives fighting for a good cause!,negative,0.875
We stood with OneVoice unlike you the government. Our protest was so peaceful until U intervene with violence,negative,0.25
home to naija where they belong and originate,positive,0.0
" Stop the hypocrisy by saying hoodlums,  make it clear  set NDLEA office ablaze, cart  ",negative,0.10000000000000002
home to naija where they belong and originate ,positive,0.0
May  finish them. These 419 scammers are a curse,negative,0.0
"   They're saying  while they're more dangerous than the SARS self, ",negative,-0.04999999999999999
we need  to end bandits and kidnappers. No need to  Just reform and equip them.,positive,0.0
"  Nigeria is where it is today because our Youths are not productive. They mainly think of looting, robbery (internet frau ",negative,0.16666666666666666
We cant be leaving defenseless,positive,-0.4
this looting and violence is too much...,negative,0.2
"The chant is  here, while it is   there. Apparently, SARS isn t a problem up there, as it is dow  ",negative,0.05
"  Wait fes, so who are those people protesting  in the north  in front of Kano State Governor?",neutral,0.0
I dey hungry nobody gree give me food for protest ground so therefore,negative,0.0
"Hello my Borno People on  street,  can you help with your friends sort this mess? ",neutral,-0.175
"  Rather it's God's way of showing you that you're not one, southerners are busy saying  ",negative,0.1
And some people outside Nigeria be supporting  na God go Punish u ,negative,0.125
Hahaha why you crying so hard.I don't mind paying people to sta ,negative,0.0
   It was the government that paid urchins to burn down the police station in orile so they can impose curfew...  - Aare ,negative,-0.15555555555555559
2023 isn t tomorrow or next week or even next month. 2023 is another 2 years plus in the hands of these wicked outdated s ,negative,-0.13333333333333336
Benue State Youths held a candlelight in honour of victims of  Recall that men of the Nigerian Army opened ,positive,0.0
Nigeria very just now! Is  in a situation where the rich cannot sleep because the poor cannot eat,negative,0.075
"   F1 Champion, Lewis Hamillton, displaying and demonstrating his support for the  protest just before the Portuguese ",positive,0.0
"  I love this video,you should too    ",positive,0.5
If this picture Speaks volumes and we didn't let them down don't stop  Retweeting till we win,positive,0.32222222222222224
"  SARS almost killed the GOAT, imagine many other stars that were not so lucky like Wizkid?? ",negative,0.12708333333333333
"  Most times in life if there is no struggle, there is no progress. ",neutral,0.5
Lewis Hamilton lending his voice to  agitation... we have gone too far to stop now.,positive,0.1
"  So for Iyana ipaja - Abule Egba Axis , I am willing to designs and print 1,000 copies to support the movement around tho ",positive,0.25
"  As a little girl less than 10 years of age, I came to the conclusion that: the worst thing anyone can do to me is to kill ",negative,-0.45138888888888884
"  Good Morning Coconut Heads, since Lagos State Governor &amp; Lekki Concession Company both claim the cameras were not removed ",positive,0.7
If Nigeria had a President He or She would be addressing the Nation daily He or She will he outraged at the COVID-19 palli ,negative,-0.45
"  Lekki Toll Gate Killings: The truth has been exposed as to how President Buhari, the Nigerian Army and the Lagos State ",negative,0.0
Enough is enough!   :,neutral,0.0
We all have a responsibility to educate ourselves and raise awareness of the tragedies happening in the world around us ,positive,0.0
"  Hello  Sir,  it's me again.   .Where's this guy?  He attacked peaceful  protesters around your office in ",negative,0.25
Thank you  for always being a champion for issues that matter. This is why you are an ICON!,positive,0.0
The time is 2023 election. A moment when d youth fail to sell their vote for money. A time  ,negative,-0.5
"  Police arrest an individual who attempted to disrupt peaceful  protests in Prague, Czech Republic ",negative,0.06666666666666667
"  The subject for today's  Man Like  is  He talks about being bullied for being different,  and some of his ",negative,-0.08333333333333333
"  Nigerians  in England protesting and chanting   is dead , end Nigeria now    ",negative,-0.2
This is just the beginning,neutral,0.0
"  Crazy that it took less than 3 days to catch and charge 229 suspects, yet policemen and soldiers who brazenly abused, brutalize ",negative,-0.3833333333333333
Money makers only. Meet BILLIONAIRES from around the globe on this call.    How to acc ,positive,0.0
protest at Nigerian high commission Ottawa,neutral,0.16
"  Please who ever has the power to reach  should please connect me. He has always been my mentor, icon and role mo ",positive,0.0
This is the truth   on the aftermath of the  protest,positive,0.0
"  There is a popular misconception that Nigerian youths have a short attention span. In reality, they simply switch off o ",negative,0.19999999999999998
If you ve lost hope in the  movement watch this,negative,0.0
"  You guys look!! I know we are all tired and that's okay, but we need to understand that this is just the beginning of the longe ",negative,0.04999999999999999
"   loots Dogara's House in Jos, Plateau State ",negative,0.0
"  If this pops on your timeline, retweet with ANGER   ",negative,-0.7
"  Czech Police arrested someone who was trying to disrupt the  protest in Prague, in Nigeria s Abuja thugs were dropped ",negative,0.0
This video may make you cry,negative,0.0
Lewis with a pre-race  message on his t-shirt,neutral,0.0
The biggest instigation of wide spread violence is the arbitrary killing of unarmed citizens by the Police without conseq ,negative,-0.1
"   How Nigeria's SARS, established to combat armed robbery, became synonymous with unlawful killings, torture and ext ",negative,0.0
"  Good Morning, and since Lagos State Governor and Lekki Concession Company both claim the cameras were not removed, today is ",positive,0.7
"  Lest I forgetThis is a huge Laycon stan account.1. I hope Laycon is fine wherever he is.2. Dear valued icons, I hop ",positive,0.4083333333333334
"  Really happy &amp; thankful to my dear state Borno. In the recent past, no anypositivemessage comes out from D media perspective ",negative,0.18333333333333335
"  They won t talk about Lekki cause to them, it didn t happen. We must keep talking about it. We saw it. Not one of our demands ",negative,0.0
"  Before you give up, remember this man wanted a better Nigeria for his children.   ",negative,0.5
The Pastor Tunde Bakare who spoke on  today was the outspoken latter Rain pastor many of us loved in the late 90's ,positive,0.22499999999999998
I CAN CONFIRM THAT TWO PEOPLE HAVE HAD THEIR LIMBS AMPUTATED AS A RESULT OF THE LEKKI MASSACRE. AND YOU GUYS WANT TO GUV ,negative,0.0
H.E.R.'s background musicians wear  shirts on SNL,neutral,0.0
is symbolic for ANY form of oppression,negative,0.0
"  The protesters aren't the looters, they're fed up Nigerians who are tired of the system. The protests didn't give way for the ",negative,-0.4
"  I am not a churchgoer, but had to post this clip from a man who spoke the truth about our current situation. Please, ang ",positive,0.0
Petition   INTERNATIONAL CRIMINAL COU : Charge BUHARI for CRIMES AGAINST HUMANITY - RE:   ,negative,-0.2
Omo may we never see a year like 2020,negative,0.0
"  As someone who hawked pepper on the streets of Mokola Ibadan, I am just weeping o. Help us find him, I want to give him 100 ",negative,0.0
As we Nigerians are fighting to   Pls let's pray for the people of DR Congo.Africa is bleeding,negative,0.0
"  This was statement from deputy governor of a state, but some phony folks now asking where the hoodlums came from. SMHHoodlu ",negative,0.0
Brand new. Sticker is still on &amp; handle is clean. Mostly likely freshly purchased &amp; distributed. Yet they tell us that ,positive,0.20075757575757575
   How can 5% oppress 95%?95% must organise but organise tactfully  - Atedo Peterside,negative,0.0
1] WHY DID THE COMMANDER-IN-CHIEF OF THE ARMED FORCES ORDER THE SHOOTING OF  PEACEFUL PROTESTERS AT LEKKI ON THE 20 ,negative,0.25
"  Never forget that on 10.20.20, the Nigerian Army opened fire on peaceful protesters singing the national anthem and holdi ",negative,0.25
"  The protests were lawful. The use of thugs to disperse protesters, and the use of brutal violence against unarmed protester ",negative,-0.4375
"  British Formula 1 champion, Lewis Hamilton showing his support for the  campaign just before the Portuguese Grand ",positive,0.25
Rt this and Reply with  I am follow 50 peeps!,neutral,0.0
Don t let the world turn away. Crimes against humanity have happened here. Be aware. Bear witness. Speak up.,negative,0.25
"  Don't say Happy Sunday just say Let's make it trend, forget Jagaban and the rest of our selfish leaders.",negative,0.15000000000000002
should we give up now,neutral,0.0
"  Good morning Nigerians, The demands of the peaceful  protesters were simple and could easily have been met by gov ",positive,0.3458333333333333
"  This thug and his gang that attacked peaceful  protesters at Alausa, any arrest made yet???? ",negative,0.1
When God is ready to deal with our politicians ehn... e go be season film. Let's not stop talking about,negative,0.2
The  Protest will continue but must be peaceful but if the government sent their thugs against peaceful protesters t ,negative,0.25
Black Lives Matter everywhere,positive,-0.16666666666666666
Who is this man please ?I Stan ,neutral,0.0
  Do what s just,positive,0.0
It s happening live in Lokoja,neutral,0.13636363636363635
Every Northern Elite reserves the right to be against the protest.Nobody wants to witness an uprising from Talakawas again ,positive,0.24285714285714285
"   Had people followed what I asked them to do, I would have brought men out tomorrow, but instead you started destroying ",negative,-0.2
At this point we may have to petition instagram to send DJ SWITCH video and validate it. God punish these bastards trying ,negative,0.0
"  All over the world right now there s a massive  protest going on, but the Nigerian Government has silenced the pro ",negative,0.14285714285714285
"  PHOTONEWS:  Protest In Czech Republic's Capital, Prague ",neutral,0.0
" peaceful protest started, police attacked &amp; failed ,thugs sent &amp; failed demands of the protest grew larger  ",negative,-0.1875
The protest never ended,negative,0.0
Please inform Igbo traders nationwide to avoid buying looted materials from the ongoing protests because Nig ,negative,0.0
Palliatives found in Lokoja,positive,0.0
"Lekki massacre happened, it wasn't a hoax, people died, real people died for absolutely no reason. Executed on the  ",negative,0.05
"  If Lewis Hamilton could seize the opportunity of  to send a pre-race  message to the whole world,the ",positive,0.2
Hi  we the Nigerian youths appreciate your concern in our agitation... Keep winning.,positive,0.5
"  No STORY, just RETWEET to make this go viral.      They used one of us, to kill one of us, so that they can blame all of u ",negative,0.0
Happy Sunday,positive,0.8
Don't say anything just retweet aggressively.  This is the face of the perpetrator of ,negative,0.0
There's still Ongoing Protest in several part of the world for the  movement.The least you can do is retweet,positive,-0.15
"  Lekki massacre happened, it wasn't a hoax, people died, real people died for absolutely no reason. Executed on the order of ",negative,0.05
Its shame we get carried away by palliative foods and not talking about Endsars anymore when the worlds is supporting us.. ,negative,0.25
Forensic Analysis Proves Videos Of Killings Are Genuine please spread it for everyone to see,negative,0.35
British Formula 1 Racing Car Driver Lewis Hamilton shows his support for Nigeria,positive,0.0
They found his name on record at Ikeja police command but they refuse to let his family or friends get in touch,negative,0.0
"  In discussing the current  agitation, we need to differentiate between peaceful agitators and hoodlums unleashed b ",negative,0.125
"  Banky W Feat Wizkid, Skales and Niyola -  CHANGE  is a song that fits the situation in Nigeria right now!!!!  ",neutral,0.6975446428571428
Never forget 20/10/2020  who order Army to kill peaceful protesters? We demand answer and everyone behind ,negative,-0.07500000000000001
good morning. the nigerian government stole indomie meant for people who literally can t afford to eat.,negative,0.7
You acknowledged the buildings before acknowledging the people that died the day before. This is why healing cannot commence ,negative,0.0
"  In Prague , Czech Republic , the police immediately arrested a guy who tried to disrupt the peaceful protesters agai ",negative,0.25
Happy to see that the international community continued the  protest. Please support them by Retweeting,positive,0.4
Lewis Hamilton showing his support for Nigerians protesting. ENOUGH IS ENOUGH!!!!,positive,0.0
Segalink is still trying to demonize the  protests Meanwhile without that Protest He won't have been appointed on the ,negative,0.0
Lewis is about to break that record and he is wearing,positive,0.0
In Nigeria the Police would have brought him in their car,neutral,0.0
"  Never forget that on 10.20.20, the Nigerian Army opened fire on peaceful protesters singing the national anthem and holdin ",negative,0.25
"     protest : Gani Adams Calls For Peace, Urges Government To Embrace True Federalism. Gani Adams said the gov ",positive,0.35
Never forget 20.10.2020 The  protest still continue. Let's keep our hopes alive and keep asking the question of who ,positive,0.1
"    Our flag shall be a symbolThat truth and justice reignIn peace or battle honour d,And this we count as ",positive,0.0
  I saw a broadcast message on a WhatsApp group just now with a list of Telegram links to join and become a part of  NYDP - Ni ,negative,0.0
Nigeria  I heard you,neutral,0.0
From the  protest in Oakland today.,neutral,0.0
Let me know when he calls for Shekau to be attacked. 20 people were killed in Zamfara and I didn't hear his voice.,negative,-0.2
Rt if you know they didn't die in vain! We won't stop until we,negative,0.0
SARS is back on the streets. It s a good day to Retweet  wherever you see it I m begging you .,negative,0.35
Fani-Kayode Roasts Tinubu For Questioning Lekki  protesters,negative,0.0
Spent the night at a senator s place (from the SE) and he expressed shock that while he was busy using his personal funds ,negative,0.0
"  Another day since the lekki massacre and nothing has been done. No arrests, no resignation NOTHING! Who ordered the shooti ",negative,0.0
Lewis Hamilton that's the tweet!,neutral,0.0
"  Despite the seizure of protest in Nigeria,   protests still hold abroad Germany, Belgium, Paris, Chicago, Oakland, ",negative,0.0
"  From    SNL performance to  candle light memorial in Birmingham and more, the whol ",negative,0.45
The whole world is showing their support for  meanwhile our leaders are trying to shut us up here. They don't kno ,negative,0.2
Our mothers are often right it s so painful that her targeted audience won t even see this Destruction of proper ,negative,-0.13809523809523808
No comment just retweet,negative,0.0
    Our lifestyle provokes the youths  -- Rochas Okorocha calls on politicians to make sacrifices from their salar ,negative,0.0
We are united! From the NYC protests,positive,0.0
I got balloons  today .. +1,positive,0.0
"  Once again,    , who ordered the  to shoot unarmed young protesters at the ",negative,0.1
HERE IS THE MESSAGE FOR THE NIGERIAN ARMED FORCES People looted. They were quick and smart enough to have them arr ,negative,0.18253968253968253
"  Some people are trying to set us against one another, we must not let them succeed. We can rebuild together and we can co-habi ",negative,0.0
I ve blocked most of these government officials. I really don t need that type of negativity on my TL,negative,0.35
Just Retweet Don't Say Anything,negative,0.0
"  Why raise our voices about As my father,  said,  we are caught in an inescapable network of mutuality, tie ",negative,0.0
We continue to demand justice for peaceful   victims of  who were massacred o ,negative,0.25
"  To Put as short as possible- peaceful protest started, police attacked &amp; failed ,thugs sent &amp; failed demands of the ",negative,-0.15
Wow The  protest is more outside Nigeria than in  Nigeria,neutral,0.19999999999999998
A major win for the  movement as Lewis Hamilton supports the movement with this shirt,positive,0.43125
Protests are still ongoing in different places around the world. The least we can do is amplify   tweets,negative,-0.15
WE MOVE!!! SOROSOKE!!!,positive,0.0
Woke up feeling ill today. Flu &amp; cough. I guess it s stress from the whole  waka. I m so uncomfortable. Have me,negative,-0.26666666666666666
Some people put in so much effort in being stupid. If you doubt this just look at those threads trying to discredit the,negative,-0.29999999999999993
is global. ,positive,0.0
It s foreigners that are sustaining the  movement for us now. We have moved on as usual. Sad!!!,negative,-0.61328125
"  Time to know where you belong...  Like for APC, Comment for PDP and Rt for YDP   ht ",neutral,0.0
"  She did her research, spitting straight facts   ",positive,0.2
"  You people that are busy shouting  New Nigeria , do you really know what this thing called  Nigeria  is Why do you waste ",negative,0.0590909090909091
Yes this very guy,neutral,0.2
"  BREAKING NEWS: As you step out from your house, may evil eyes not see you and your family and may today bring you blessings. ",positive,-1.0
I STAYED UP ALL NIGHT WATCHING CRAZY VIDEOS from  IT LOOKS 100 worst than what americans go thru with the sy ,negative,-0.8
How do you recover from watching people get massacred by their government on Instagram live? Gosh!,negative,0.17045454545454544
Babatunde Fashola as Lagos State Governor said and I quote  A serious Govt will fix the Power problem in six months .He bec ,positive,-0.3333333333333333
"  Please beware of the things you buy at this moment. Especially those in Lagos, ilorin and every other places where lootin ",negative,-0.0625
Coalition ( not  Movement) select its leaders...The Guardian reports...Those promoting the coalition ,positive,0.0
Fresh Video showing the soldiers involved with the  driving to the Lekki toll gate on 20-10 ,neutral,0.3
This message is deep BUT WE ARE STANDING OUR GROUND. The Nigerian youths are changing the narratives HENCEFOH. KIN ,negative,0.0
It's too fast to move on let's join hands to win this battle..,positive,0.5
...while police officers were nowhere in sight to ensure safety &amp; security of lives and properties across the state during th ,positive,0.0
We must focus now!!!! Whoever is doing giveaway should do it quietly!!!! Be guided now or never!!! Nigerians all over the worl ,positive,0.0
From today no Nigeria politician will travel  abroad for medical treatment. - - - Nnamdi Kanu,negative,0.0
"   Relembre OKE    Beyonc , em seu site.  O nigeriano Oke Obi-Enadhuz, foi morto essa semana pela SARS, Unidade ",neutral,0.0
"  Lewis Hamilton is with us, so why are we relaxing?? Let s push hard and fight to  ",neutral,-0.2916666666666667
Recent Events In Nigeria Are A Human Rights Crisis   Hamilton,negative,0.0
"  Everyone has their reason for supporting  my reason is simply, End SARS, End Police Brutality. Our leaders should tak ",positive,0.125
because people deserve to sleep in peace.,positive,0.0
"  Nigerians online, if you are awake knowing SARS is still on the road, you have one job and that's to retweet. ",neutral,0.0
"  In Nigeria, politicians paid hoodlums to disrupt the peaceful protest in order to make the protesters look bad. Police watch ",negative,-0.22499999999999992
I think we have to agree that  does not mean end  We will still see the police on our streets but we m ,positive,0.15625
Army shooting at Youths in Warri for defying the Curfew impose by the Governor Okowa.A new Low ,negative,0.06818181818181818
No President is emerging from either of APC and PDP in 2023. Hope I'm communicating??,negative,0.0
this is not a trend that dies out rt to raise awareness.,negative,0.0
Rt this aggressively... It need to go viral. One Voice ,negative,0.0
H.E.R.'s background musicians wore   shirts on SNL.,neutral,0.0
"  It s a good day to Retweet everything  some Nigerians are still protesting abroad. Give them support online, boost th ",positive,0.7
"  Don't say Happy Sunday just say Let's make it trend, forget Jagaban and the rest of our selfish leaders. https ",negative,0.15000000000000002
The  movement is a wholesale rejection of the barrage of needless frustrations and degradations that define the ,negative,-0.5
Czech Police arrest man over attempt to disrupt  protest,negative,-0.05
This current discovery of warehouses where covid palliatives are stored and looted by hoodlums is another issue to ,negative,0.0
Lewis Hamilton   muito comprometido com a causa negra.Mesmo com a F1 tentando impedir seusprotestos contra o racismo ,neutral,0.0
"  Cc   : hooDluMs hiJaCkEd tHe pRoTesTs  It is Govt's responsibility to keep Peaceful Protesters safe, ",positive,0.375
but to prosecute the SARS officers &amp; the military men who opened fire on 20/10/20 is taking a lifetime. i m appalled,negative,-0.45
Seeing how people in the diaspora are not relenting gives me extra fire! So motivated!,positive,0.0
"  The great thing about  is that no matter what government does to clamp down on protests here, we have an entire ar ",negative,0.21481481481481482
This is too terrible. When will Africa stop bleeding?,negative,-1.0
they are already cleaning up lekki toll gate without proper police investigation,negative,0.0
Who trains the police? It seems they: 1. Didn t understand the term  buffer 2. Were reluctant to take suggestions of pea ,negative,0.0
They can t extinguish the fire,negative,0.0
This is creative,positive,0.5
outro domingo: outro posicionamento importante de hamiltonagora pelo fim da brutalidade policial na nig ria  https ,neutral,0.0
Warri starts another wave of the  protest  is the way forward,positive,0.0
"  This movement is so strong outside Nigeria. While Nigerian Govt is murdering Nigerians, trying to silence them,  move ",negative,0.21666666666666665
"  Former Manchester United footballer, Patrice Evra  lends his voice to the  movement ",positive,0.0
Pastor Tunde Bakare and some individuals that were part of  did not aid Buhari to power.The diff btw,negative,0.0
"  For Nigerians in Nigeria who are feeling helpless and tired at this moment, remember that those of us outside the country are ",negative,-0.2
I want to move on from the protests and the unrest. But this is someone s brother !,positive,0.0
protests: Govt will do everything possible to meet demands   Wase,positive,0.0
Mr  this is how difficult Retweeting have become.......please retweet until he sees it.  https: ,negative,-0.5
This is definitely for sanwo-luOLAMIDE,neutral,0.0
Lewis Hamilton doing what our own super eagles can't do.,positive,0.4666666666666667
It is not over !! ,neutral,0.0
"  From today, I want to beg everybody here. If you ever see anyone being held by SARS/SWAT, please, stop and make sure they do ",negative,0.5
They were openly paradedTheir face was not hiddenThis individuals be prosecuted lawfully not dehumanized,negative,0.0
This is Lorraine Birabil A Texas State Rep in Dalla ,neutral,0.0
"  Guys, if you're an LEKKI TOLL GATE when the massacre happened, don't tell anyone about it... These people are desperately ",negative,-0.6
The time is RIGHT!The time is NOW!Don t give up.We move,positive,0.0
"   Cross River governor orders house to house search for looted items, arrest of looters ",negative,-0.025
Are you simply talking about  protests? If you knew how much debt Nigeria has accumulated in the last 5 years &amp; how ,negative,0.06666666666666667
This is why your governor hid those palliatives  to resell them to you!,negative,0.0
Weyrey full this country,negative,0.35
It s a bit annoying that the international community is currently doing more about  than Nigerians in Nigeria. All w ,negative,-0.07500000000000001
"  No matter how many lies are told, or how many times they are repeated we will respond with the truth. The  protes ",negative,0.5
Just letting you know that SARS are back on the street with full force. All the efforts and sacrifices these past weeks ca ,negative,0.033333333333333326
Why are we watching mother Nigeria  bleed? Why is she going through this pain?Together we can help restore her peace and put ,negative,0.0
How does Nigeria s Commander-in-Chief sleep?,neutral,0.0
"  Everytime I see a phone, I always remember Congo!   ",positive,0.0
No responsible government will keep palliatives meant for the poor struggling citizens for even a week longer before sharing. ,neutral,-0.25
"  rpgistas pelo amor de deus, aproveitem que voc s amam falar da vida dos outros e falem sobre a tag  se informem do qu ",neutral,0.0
The rest of the world is continuing the  fight for us. Love to see it.,positive,0.5
No one is living in Nigeria. We are merely surviving. We are living dead and they can snuff the breathe out of you and den ,negative,-0.35
My heart broke when I saw sars officials on the road yesterday on my way back from Ibagwa barracks. Had to let me go easily ,negative,0.21666666666666667
Good morning.Don't forget that 20/10/2020 happened.I need  to please collect the footage from Toll gate cam ,neutral,0.7
"     were NOT behind the DESTRUCTION that happened in LAGOS, they make 25% of the  population and most ",negative,0.35
It seems that kannywood artistes who have repeatedly been attacked for being unislamic by many are finding their Islamic l ,negative,0.5
"  Goodmorning ladies &amp; gents.If you gon speak in Church today, tell the audience we haven't given up  Tell the ",positive,0.0
Good morning. Remember:- SARS officer are still harassing people on the streets. - No officers have been charged for all ,negative,0.7
"  In all of this nobody has been able to answer this simple question, WHO ORDERED THE LEKKI TOLLGATE KILLINGS?  This people ",negative,0.25
Pain through my music,negative,0.0
"  Nas  ltimas semanas, a popula  o da Nig ria - especialmente os jovens - tem invadido as ruas para pedir o fim da brutal ",neutral,-0.875
The Lekki massacre did happen Don't let them brainwash you into thinking otherwise!,negative,0.0
It's like SARS are back.,neutral,0.0
If foreigner can fight for me then what am I waiting for  joorTanks   Lewis Hamilton,positive,0.0
THIS IS WHAT WE NEED... educate people / educateEach other instead of using US against each other.   RETWEET!,positive,-0.140625
the way the world has been in constant turmoil this year is so heartbreaking,negative,0.0
An enemy that knows the future can t lose. Keep your plans private.,positive,0.0
"The protests were lawful. The use of thugs to disperse protesters, and the use of brutal violence against unarmed p  ",negative,-0.4375
"    Where are the SARS and POLICE OFFICERS that took lives, that killed innocent people.Have they been ",negative,0.15
"  Today, a family friend who works with a Govt hospital on the mainland confirmed they treated about 35 gun shot patients betw ",negative,0.4
"   This is what we talking abt, policing should be service to humanity. But most of them takes it personal and ",positive,0.25
Empty promises. Police Brutality is still a very big concern. We still have a very long way to go. ,negative,-0.055
Lewis Hamilton   gigante. A luta do povo preto   di ria e n o seletiva,neutral,0.0
"   protesters must set a timeline, December? January? By which time if the killer cops aren t arrested and their prosecu ",negative,0.0
Please everybody there are various upcoming senatorial elections  coming up... please can we start from ,positive,0.0
A heavily drunk Nigerian police officer was spotted today. The Nigerian youths who found him tried to help him get to ,negative,-0.5
AFRICAN LIVES MATTER,positive,0.0
"  A country where these kind of people are allowed to roam the streets freely but unarmed protesters seated on the floor, singin ",negative,0.5
"  People are being killed in Africa like flies. This nonsense must stop, call secessionist groups in Cameroon to order. ",negative,-0.2
"    Recent Events In Nigeria Are A Human Rights Crisis    Formula 1 Star, Lewis Hamilton Condemns Police Brutal ",negative,-0.2916666666666667
Justice for the  Movement Fallen Heroes at,positive,0.0
H.E.R.'s Live Band Musicians Wore  Shirts On SNL.,neutral,0.13636363636363635
"  SARS almost killed Nigeria's  Starboy, Wizkid wayback in 2010. Imagine!! We would have lost a GOAT  ",negative,-0.3125
"  The people at  are doing the lords work. Over the past few days Arise has shown its self to be a reputable company, ",positive,0.016666666666666663
There will be NO rest until y all,negative,0.0
Today is a good day to demand that the footage from the CCTV cameras from the  be made public.How do you w ,positive,0.7
They just shot someone now! God!!!,positive,0.0
But it s taking you an eternity to find officers who we saw harass and beat people during the  protests .....The ,negative,0.0
"   I beg of you please tweet about   you have a large following, please don t ",negative,0.10714285714285714
Dont use  protest photos for memes or jokes please. Let's not do that.,negative,0.0
We will not forget.Dont give up,positive,0.0
"  we are tired of living in fear, we are tired of living as though foreigners in our own country, we are tired of the killings a ",negative,-0.15000000000000002
Good morning  We need our PVC s. We need Voter Registration to start WELL IN ADVANCE of 2023. We need the p ,neutral,0.7
Out here with the team to clean up Panseke post protests... as part of our civic duties.,positive,0.3666666666666667
Innocent people died. No one was held accountable. SARS was disbanded but they are still moving freely. Nothing works h ,negative,0.45
"  Meet a model policeman, CSP Rabiu Garba; DPO Fegge Onitsha, he was showed love by Onitsha people during   protes ",positive,0.5
"  Let this video reignite your anger, let it spur you on. We started something amazing that we can t stop, we are the generati ",negative,-0.04999999999999993
